teamid,season,player_id,player,birth_date,height,leagueid,num,position,weight,age,exp,school,team_players
1610612748,2017,201961,Wayne Ellington,1987-11-29,6.416666666666667,00,2,G,200,30,9,North Carolina,17
1610612748,2017,2548,Dwyane Wade,1982-01-17,6.333333333333333,00,3,G,220,36,15,Marquette,17
1610612748,2017,1627884,Derrick Jones Jr.,1997-02-15,6.583333333333333,00,5,F-G,200,21,2,Nevada-Las Vegas,17
1610612748,2017,201609,Goran Dragic,1986-05-06,6.25,00,7,G,190,32,10,"Ljubljana, Slovenia",17
1610612748,2017,204020,Tyler Johnson,1992-05-07,6.333333333333333,00,8,G,190,26,4,Fresno State,17
1610612748,2017,203482,Kelly Olynyk,1991-04-19,7,00,9,F-C,245,27,5,Gonzaga,17
1610612748,2017,203079,Dion Waiters,1991-12-10,6.333333333333333,00,11,G,215,26,6,Syracuse,17
1610612748,2017,1628389,Bam Adebayo,1997-07-18,6.833333333333333,00,13,C-F,255,20,1,Kentucky,17
1610612748,2017,1628476,Derrick Walton Jr.,1995-04-03,6.083333333333333,00,14,G,185,23,1,Michigan,17
1610612749,1984,76247,Randy Breuer,1960-10-11,7.25,00,45,C,230,24,1,Minnesota,14
1610612749,1984,187,Terry Cummings,1961-03-15,6.75,00,34,F,220,24,2,DePaul,14
1610612749,1984,76518,Charlie Davis,1958-10-05,6.583333333333333,00,24,F,215,26,3,Vanderbilt,14
1610612749,1984,76616,Mike Dunleavy,1954-03-21,6.25,00,NA,G,180,31,8,South Carolina,14
1610612749,1984,76670,Chris Engler,1959-03-01,6.916666666666667,00,50,C,245,26,2,Wyoming,14
1610612749,1984,76713,Kenny Fields,1962-02-09,6.416666666666667,00,7,F,220,23,0,UCLA,14
1610612749,1984,76887,Kevin Grevey,1953-05-12,6.416666666666667,00,35,G,210,32,9,Kentucky,14
1610612749,1984,77034,Craig Hodges,1960-06-27,6.166666666666667,00,15,G,190,25,2,Long Beach State,14
1610612749,1984,175,Alton Lister,1958-10-01,7,00,53,C,240,26,3,Arizona State,14
1610612749,1984,77588,Larry Micheaux,1960-03-24,6.75,00,40,F,220,25,1,Houston,14
1610612749,1985,76247,Randy Breuer,1960-10-11,7.25,00,45,C,230,25,2,Minnesota,16
1610612749,1985,187,Terry Cummings,1961-03-15,6.75,00,34,F,220,25,3,DePaul,16
1610612749,1985,76518,Charlie Davis,1958-10-05,6.583333333333333,00,23,F,215,27,4,Vanderbilt,16
1610612749,1985,76713,Kenny Fields,1962-02-09,6.416666666666667,00,7,F,220,24,1,UCLA,16
1610612749,1985,76822,Mike Glenn,1955-09-10,6.166666666666667,00,10,G,175,30,8,Southern Illinois,16
1610612749,1985,77034,Craig Hodges,1960-06-27,6.166666666666667,00,15,G,190,26,3,Long Beach State,16
1610612749,1985,77183,Earl Jones,1961-01-13,7,00,31,C,210,25,1,District of Columbia,16
1610612749,1985,77332,Jeff Lamp,1959-03-09,6.5,00,3,G,195,27,3,Virginia,16
1610612749,1985,175,Alton Lister,1958-10-01,7,00,53,C,240,27,4,Arizona State,16
1610612749,1985,77623,Paul Mokeski,1957-01-03,7,00,44,C,250,29,6,Kansas,16
1610612749,1986,76231,Dudley Bradley,1957-03-19,6.5,00,24,G,195,30,6,North Carolina,20
1610612749,1986,76247,Randy Breuer,1960-10-11,7.25,00,45,C,230,26,3,Minnesota,20
1610612749,1986,76252,Junior Bridgeman,1953-09-17,6.416666666666667,00,2,F,210,33,11,Louisville,20
1610612749,1986,76418,Don Collins,1958-11-28,6.5,00,12,G,190,28,5,Washington State,20
1610612749,1986,187,Terry Cummings,1961-03-15,6.75,00,34,F,220,26,4,DePaul,20
1610612749,1986,76822,Mike Glenn,1955-09-10,6.166666666666667,00,10,G,175,31,9,Southern Illinois,20
1610612749,1986,76992,Jerome Henderson,1959-10-05,6.916666666666667,00,40,F,230,27,1,New Mexico,20
1610612749,1986,76990,Cedric Henderson,1965-10-03,6.666666666666667,00,NA,F,210,21,0,Georgia,20
1610612749,1986,77034,Craig Hodges,1960-06-27,6.166666666666667,00,15,G,190,27,4,Long Beach State,20
1610612749,1986,77419,John Lucas,1953-10-31,6.25,00,10,G,175,33,10,Maryland,20
1610612749,1987,76247,Randy Breuer,1960-10-11,7.25,00,45,C,230,27,4,Minnesota,15
1610612749,1987,187,Terry Cummings,1961-03-15,6.75,00,34,F,220,27,5,DePaul,15
1610612749,1987,77081,Jay Humphries,1962-10-17,6.25,00,24,G,185,25,3,Colorado,15
1610612749,1987,1474,Larry Krystkowiak,1964-09-23,6.75,00,42,F,220,23,1,Montana,15
1610612749,1987,77419,John Lucas,1953-10-31,6.25,00,10,G,175,34,11,Maryland,15
1610612749,1987,77456,Pace Mannion,1960-09-22,6.583333333333333,00,3,G,190,27,4,Utah,15
1610612749,1987,77623,Paul Mokeski,1957-01-03,7,00,44,C,250,31,8,Kansas,15
1610612749,1987,77626,Sidney Moncrief,1957-09-21,6.333333333333333,00,4,G,180,30,8,Arkansas,15
1610612749,1987,77632,Andre Moore,1964-07-02,6.75,00,53,F,215,23,0,Loyola-Chicago,15
1610612749,1987,894,Ricky Pierce,1959-08-19,6.333333333333333,00,22,G,205,28,5,Rice,15
1610612749,1988,76247,Randy Breuer,1960-10-11,7.25,00,45,C,230,28,5,Minnesota,16
1610612749,1988,76268,Tony Brown,1960-07-29,6.5,00,35,F,185,28,3,Arkansas,16
1610612749,1988,187,Terry Cummings,1961-03-15,6.75,00,34,F,220,28,6,DePaul,16
1610612749,1988,76616,Mike Dunleavy,1954-03-21,6.25,00,NA,G,180,35,9,South Carolina,16
1610612749,1988,81,Jeff Grayer,1965-12-17,6.416666666666667,00,20,G,200,23,0,Iowa State,16
1610612749,1988,76874,Rickey Green,1954-08-18,6,00,11,G,170,34,10,Michigan,16
1610612749,1988,77057,Tito Horford,1966-01-19,7.083333333333333,00,50,C,245,23,0,Miami (FL),16
1610612749,1988,77081,Jay Humphries,1962-10-17,6.25,00,24,G,185,26,4,Colorado,16
1610612749,1988,1474,Larry Krystkowiak,1964-09-23,6.75,00,42,F,220,24,2,Montana,16
1610612749,1988,77623,Paul Mokeski,1957-01-03,7,00,44,C,250,32,9,Kansas,16
1610612749,1989,246,Greg Anderson,1964-06-22,6.833333333333333,00,34,F,230,26,2,Houston,16
1610612749,1989,76268,Tony Brown,1960-07-29,6.5,00,35,F,185,29,4,Arkansas,16
1610612749,1989,76412,Ben Coleman,1961-11-14,6.75,00,44,F,235,28,3,Maryland,16
1610612749,1989,76616,Mike Dunleavy,1954-03-21,6.25,00,NA,G,180,36,10,South Carolina,16
1610612749,1989,81,Jeff Grayer,1965-12-17,6.416666666666667,00,20,G,200,24,1,Iowa State,16
1610612749,1989,77057,Tito Horford,1966-01-19,7.083333333333333,00,50,C,245,24,1,Miami (FL),16
1610612749,1989,77081,Jay Humphries,1962-10-17,6.25,00,24,G,185,27,5,Colorado,16
1610612749,1989,77301,Frank Kornet,1967-01-27,6.75,00,8,F,225,23,0,Vanderbilt,16
1610612749,1989,1474,Larry Krystkowiak,1964-09-23,6.75,00,42,F,220,25,3,Montana,16
1610612749,1989,38,Brad Lohaus,1964-09-29,6.916666666666667,00,44,F,230,25,2,Iowa,16
1610612749,1990,783,Frank Brickowski,1959-08-14,6.75,00,40,F,240,31,6,Penn State,14
1610612749,1990,76431,Lester Conner,1959-09-17,6.333333333333333,00,15,G,180,31,7,Oregon State,14
1610612749,1990,76504,Adrian Dantley,1955-02-26,6.416666666666667,00,7,F,208,36,14,Notre Dame,14
1610612749,1990,107,Dale Ellis,1960-08-06,6.583333333333333,00,3,G,205,30,7,Tennessee,14
1610612749,1990,81,Jeff Grayer,1965-12-17,6.416666666666667,00,20,G,200,25,2,Iowa State,14
1610612749,1990,1667,Steve Henson,1968-02-02,5.916666666666667,00,12,G,177,23,0,Kansas State,14
1610612749,1990,77081,Jay Humphries,1962-10-17,6.25,00,24,G,185,28,6,Colorado,14
1610612749,1990,77301,Frank Kornet,1967-01-27,6.75,00,8,F,225,24,1,Vanderbilt,14
1610612749,1990,38,Brad Lohaus,1964-09-29,6.916666666666667,00,44,F,230,26,3,Iowa,14
1610612749,1990,122,Fred Roberts,1960-08-14,6.833333333333333,00,31,F,218,30,7,Brigham Young,14
1610612749,1991,783,Frank Brickowski,1959-08-14,6.75,00,40,F,240,32,7,Penn State,14
1610612749,1991,76431,Lester Conner,1959-09-17,6.333333333333333,00,15,G,180,32,8,Oregon State,14
1610612749,1991,107,Dale Ellis,1960-08-06,6.583333333333333,00,3,G,205,31,8,Tennessee,14
1610612749,1991,81,Jeff Grayer,1965-12-17,6.416666666666667,00,20,G,200,26,3,Iowa State,14
1610612749,1991,1667,Steve Henson,1968-02-02,5.916666666666667,00,12,G,177,24,1,Kansas State,14
1610612749,1991,77081,Jay Humphries,1962-10-17,6.25,00,24,G,185,29,7,Colorado,14
1610612749,1991,1474,Larry Krystkowiak,1964-09-23,6.75,00,42,F,220,27,4,Montana,14
1610612749,1991,77335,Jerome Lane,1966-12-04,6.5,00,34,F,230,25,3,Pittsburgh,14
1610612749,1991,38,Brad Lohaus,1964-09-29,6.916666666666667,00,54,F,230,27,4,Iowa,14
1610612749,1991,77449,Moses Malone,1955-03-23,6.833333333333333,00,8,C,215,37,15,NA,14
1610612749,1992,138,Anthony Avent,1969-10-18,6.75,00,0,F,235,23,0,Seton Hall,15
1610612749,1992,468,Jon Barry,1969-07-25,6.416666666666667,00,17,G,210,23,0,Georgia Tech,15
1610612749,1992,783,Frank Brickowski,1959-08-14,6.75,00,40,F,240,33,8,Penn State,15
1610612749,1992,103,Todd Day,1970-01-07,6.5,00,10,G,188,23,0,Arkansas,15
1610612749,1992,898,Blue Edwards,1965-10-31,6.333333333333333,00,30,F,200,27,3,East Carolina,15
1610612749,1992,38,Brad Lohaus,1964-09-29,6.916666666666667,00,54,F,230,28,5,Iowa,15
1610612749,1992,77449,Moses Malone,1955-03-23,6.833333333333333,00,8,C,215,38,16,NA,15
1610612749,1992,195,Lee Mayberry,1970-06-12,6.083333333333333,00,11,G,172,23,0,Arkansas,15
1610612749,1992,785,Eric Murdock,1968-06-14,6.083333333333333,00,3,G,190,25,1,Providence,15
1610612749,1992,77776,Dan O'Sullivan,1968-03-03,6.833333333333333,00,NA,NA,250,25,1,Fordham,15
1610612749,1993,452,Vin Baker,1971-11-23,6.916666666666667,00,42,F-C,250,22,0,Hartford,13
1610612749,1993,468,Jon Barry,1969-07-25,6.416666666666667,00,17,G,210,24,1,Georgia Tech,13
1610612749,1993,76433,Anthony Cook,1967-03-19,6.75,00,0,F,205,27,2,Arizona,13
1610612749,1993,1432,Joe Courtney,1969-10-17,6.666666666666667,00,40,F,235,24,1,Southern Mississippi,13
1610612749,1993,103,Todd Day,1970-01-07,6.5,00,10,G,188,24,1,Arkansas,13
1610612749,1993,898,Blue Edwards,1965-10-31,6.333333333333333,00,30,F,200,28,4,East Carolina,13
1610612749,1993,323,Greg Foster,1968-10-03,6.916666666666667,00,44,C,240,25,3,Texas-El Paso,13
1610612749,1993,76826,Mike Gminski,1959-08-03,6.916666666666667,00,43,C,250,34,13,Duke,13
1610612749,1993,38,Brad Lohaus,1964-09-29,6.916666666666667,00,54,F,230,29,6,Iowa,13
1610612749,1993,195,Lee Mayberry,1970-06-12,6.083333333333333,00,11,G,172,24,1,Arkansas,13
1610612749,1994,452,Vin Baker,1971-11-23,6.916666666666667,00,42,F-C,250,23,1,Hartford,14
1610612749,1994,468,Jon Barry,1969-07-25,6.416666666666667,00,17,G,204,25,2,Georgia Tech,14
1610612749,1994,55,Marty Conlon,1968-01-19,6.833333333333333,00,30,C,224,27,3,Providence,14
1610612749,1994,103,Todd Day,1970-01-07,6.5,00,10,G,188,25,2,Arkansas,14
1610612749,1994,76801,Tate George,1968-05-29,6.416666666666667,00,12,G,190,27,3,Connecticut,14
1610612749,1994,175,Alton Lister,1958-10-01,7,00,53,C,240,36,12,Arizona State,14
1610612749,1994,195,Lee Mayberry,1970-06-12,6.083333333333333,00,11,G,172,25,2,Arkansas,14
1610612749,1994,211,Eric Mobley,1970-02-01,6.916666666666667,00,52,C,235,25,0,Pittsburgh,14
1610612749,1994,785,Eric Murdock,1968-06-14,6.083333333333333,00,5,G,190,27,3,Providence,14
1610612749,1994,271,Johnny Newman,1963-11-28,6.583333333333333,00,22,F,190,31,8,Richmond,14
1610612749,1995,404,Kevin Duckworth,1964-04-01,7,00,0,C,290,32,9,Eastern Illinois,13
1610612749,1995,704,Shawn Respert,1972-02-06,6.166666666666667,00,3,G,195,24,0,Michigan State,13
1610612749,1995,104,Benoit Benjamin,1964-11-22,7,00,7,C,265,31,10,Creighton,13
1610612749,1995,195,Lee Mayberry,1970-06-12,6.083333333333333,00,11,G,172,26,3,Arkansas,13
1610612749,1995,299,Glenn Robinson,1973-01-10,6.583333333333333,00,13,F,240,23,1,Purdue,13
1610612749,1995,428,Sherman Douglas,1966-09-15,6.083333333333333,00,20,G,198,29,6,Syracuse,13
1610612749,1995,271,Johnny Newman,1963-11-28,6.583333333333333,00,22,G-F,205,32,9,Richmond,13
1610612749,1995,55,Marty Conlon,1968-01-19,6.916666666666667,00,30,F,245,28,4,Providence,13
1610612749,1995,705,Randolph Keys,1966-04-19,6.583333333333333,00,31,F,210,30,4,Southern Mississippi,13
1610612749,1995,187,Terry Cummings,1961-03-15,6.75,00,34,F,250,35,13,DePaul,13
1610612749,1996,386,Elliot Perry,1969-03-28,6,00,5,G,160,28,4,Memphis,12
1610612749,1996,116,David Wood,1964-11-30,6.75,00,7,F,230,32,6,Nevada-Reno,12
1610612749,1996,288,Armen Gilliam,1964-05-28,6.75,00,10,C-F,260,33,9,Nevada-Las Vegas,12
1610612749,1996,299,Glenn Robinson,1973-01-10,6.583333333333333,00,13,F,235,24,2,Purdue,12
1610612749,1996,428,Sherman Douglas,1966-09-15,6.083333333333333,00,20,G,195,30,7,Syracuse,12
1610612749,1996,271,Johnny Newman,1963-11-28,6.583333333333333,00,22,G-F,200,33,10,Richmond,12
1610612749,1996,341,Joe Wolf,1964-12-17,6.916666666666667,00,23,C-F,260,32,8,North Carolina,12
1610612749,1996,457,Andrew Lang,1966-06-28,6.916666666666667,00,28,C-F,275,31,8,Arkansas,12
1610612749,1996,951,Ray Allen,1975-07-20,6.416666666666667,00,34,G,205,21,0,Connecticut,12
1610612749,1996,452,Vin Baker,1971-11-23,6.916666666666667,00,42,F,245,25,3,Hartford,12
1610612749,1997,386,Elliot Perry,1969-03-28,6,00,5,G,152,29,5,Memphis,12
1610612749,1997,210,Terrell Brandon,1970-05-20,5.916666666666667,00,7,G,173,28,6,Oregon,12
1610612749,1997,1036,Litterial Green,1970-03-07,6.083333333333333,00,9,G,195,28,3,Georgia,12
1610612749,1997,288,Armen Gilliam,1964-05-28,6.75,00,10,F,260,34,10,Nevada-Las Vegas,12
1610612749,1997,994,Jamie Feick,1974-07-03,6.666666666666667,00,11,F,255,23,1,Michigan State,12
1610612749,1997,688,Michael Curry,1968-08-22,6.416666666666667,00,12,G,227,29,3,Georgia Southern,12
1610612749,1997,894,Ricky Pierce,1959-08-19,6.333333333333333,00,22,G,215,38,15,Rice,12
1610612749,1997,1532,Jerald Honeycutt,1974-10-20,6.75,00,25,F-G,254,23,0,Tulane,12
1610612749,1997,457,Andrew Lang,1966-06-28,6.916666666666667,00,28,C,270,32,9,Arkansas,12
1610612749,1997,951,Ray Allen,1975-07-20,6.416666666666667,00,34,G,205,22,1,Connecticut,12
1610612749,1998,906,Haywoode Workman,1966-01-23,6.25,00,3,G,180,33,6,Oral Roberts,12
1610612749,1998,1501,Tim Thomas,1977-02-26,6.833333333333333,00,5,F,230,22,1,Villanova,12
1610612749,1998,288,Armen Gilliam,1964-05-28,6.75,00,10,F,260,35,11,Nevada-Las Vegas,12
1610612749,1998,688,Michael Curry,1968-08-22,6.416666666666667,00,12,G,227,30,4,Georgia Southern,12
1610612749,1998,299,Glenn Robinson,1973-01-10,6.583333333333333,00,13,F,230,26,4,Purdue,12
1610612749,1998,208,Sam Cassell,1969-11-18,6.25,00,20,G,185,29,5,Florida State,12
1610612749,1998,423,Chris Gatling,1967-09-03,6.833333333333333,00,25,F,230,31,7,Old Dominion,12
1610612749,1998,209,Dell Curry,1964-06-25,6.416666666666667,00,30,G-F,205,35,12,Virginia Tech,12
1610612749,1998,951,Ray Allen,1975-07-20,6.416666666666667,00,34,G,205,23,2,Connecticut,12
1610612749,1998,911,Ervin Johnson,1967-12-21,6.916666666666667,00,40,C,245,31,5,New Orleans,12
1610612749,1999,1501,Tim Thomas,1977-02-26,6.833333333333333,00,5,F,230,23,2,Villanova,12
1610612749,1999,1726,Mirsad Turkcan,1976-06-07,6.75,00,6,F,216,24,0,Turkey,12
1610612749,1999,208,Sam Cassell,1969-11-18,6.25,00,10,G,185,30,6,Florida State,12
1610612749,1999,1747,Rafer Alston,1976-07-24,6.166666666666667,00,11,G,171,23,0,Fresno State,12
1610612749,1999,299,Glenn Robinson,1973-01-10,6.583333333333333,00,13,F,230,27,5,Purdue,12
1610612749,1999,219,Vinny Del Negro,1966-08-09,6.333333333333333,00,15,G,200,33,9,North Carolina State,12
1610612749,1999,1032,Darvin Ham,1973-07-23,6.583333333333333,00,21,F-G,230,26,2,Texas Tech,12
1610612749,1999,330,Danny Manning,1966-05-17,6.833333333333333,00,25,F-C,244,34,11,Kansas,12
1610612749,1999,951,Ray Allen,1975-07-20,6.416666666666667,00,34,G,205,24,3,Connecticut,12
1610612749,1999,911,Ervin Johnson,1967-12-21,6.916666666666667,00,40,C,245,32,6,New Orleans,12
1610612749,2000,1501,Tim Thomas,1977-02-26,6.833333333333333,00,5,F,230,24,3,Villanova,12
1610612749,2000,2038,Joel Przybilla,1979-10-10,7.083333333333333,00,6,C,255,21,0,Minnesota,12
1610612749,2000,208,Sam Cassell,1969-11-18,6.25,00,10,G,185,31,7,Florida State,12
1610612749,2000,283,Lindsey Hunter,1970-12-03,6.166666666666667,00,11,G,200,30,7,Jackson State,12
1610612749,2000,299,Glenn Robinson,1973-01-10,6.583333333333333,00,13,F,230,28,6,Purdue,12
1610612749,2000,1032,Darvin Ham,1973-07-23,6.583333333333333,00,21,F-G,230,27,3,Texas Tech,12
1610612749,2000,1747,Rafer Alston,1976-07-24,6.166666666666667,00,24,G,173,24,1,Fresno State,12
1610612749,2000,951,Ray Allen,1975-07-20,6.416666666666667,00,34,G,205,25,4,Connecticut,12
1610612749,2000,679,Jason Caffey,1973-06-12,6.666666666666667,00,35,F,256,28,5,Alabama,12
1610612749,2000,911,Ervin Johnson,1967-12-21,6.916666666666667,00,40,C,255,33,7,New Orleans,12
1610612749,2001,1501,Tim Thomas,1977-02-26,6.833333333333333,00,5,F,240,25,4,Villanova,12
1610612749,2001,2038,Joel Przybilla,1979-10-10,7.083333333333333,00,6,C,255,22,1,Minnesota,12
1610612749,2001,208,Sam Cassell,1969-11-18,6.25,00,10,G,185,32,8,Florida State,12
1610612749,2001,1747,Rafer Alston,1976-07-24,6.166666666666667,00,11,G,171,25,2,Fresno State,12
1610612749,2001,299,Glenn Robinson,1973-01-10,6.583333333333333,00,13,F,230,29,7,Purdue,12
1610612749,2001,193,Anthony Mason,1966-12-14,6.666666666666667,00,17,F,255,35,11,Tennessee State,12
1610612749,2001,1032,Darvin Ham,1973-07-23,6.583333333333333,00,21,F-G,230,28,4,Texas Tech,12
1610612749,2001,2072,Michael Redd,1979-08-24,6.5,00,22,G,220,22,1,Ohio State,12
1610612749,2001,951,Ray Allen,1975-07-20,6.416666666666667,00,34,G,205,26,5,Connecticut,12
1610612749,2001,911,Ervin Johnson,1967-12-21,6.916666666666667,00,40,C,255,34,8,New Orleans,12
1610612749,2002,1501,Tim Thomas,1977-02-26,6.833333333333333,00,5,F,240,26,5,Villanova,16
1610612749,2002,2038,Joel Przybilla,1979-10-10,7.083333333333333,00,6,C,255,23,2,Minnesota,16
1610612749,2002,389,Toni Kukoc,1968-09-18,6.916666666666667,00,7,F,235,34,9,Croatia,16
1610612749,2002,1563,Kevin Ollie,1972-12-27,6.166666666666667,00,8,G,195,30,5,Connecticut,16
1610612749,2002,208,Sam Cassell,1969-11-18,6.25,00,10,G,185,33,9,Florida State,16
1610612749,2002,1919,Laron Profit,1977-08-05,6.416666666666667,00,11,G-F,204,25,2,Maryland,16
1610612749,2002,2409,Marcus Haislip,1980-12-22,6.833333333333333,00,12,F,230,22,0,Tennessee,16
1610612749,2002,2436,Flip Murray,1979-07-29,6.333333333333333,00,15,G,190,23,0,Shaw,16
1610612749,2002,193,Anthony Mason,1966-12-14,6.666666666666667,00,17,F,255,36,12,Tennessee State,16
1610612749,2002,2366,Mike Wilks,1979-05-07,5.833333333333333,00,29,G,185,24,0,Rice,16
1610612749,2003,1510,Brevin Knight,1975-11-08,5.833333333333333,00,6,G,170,28,6,Stanford,13
1610612749,2003,389,Toni Kukoc,1968-09-18,6.916666666666667,00,7,F,235,35,10,Croatia,13
1610612749,2003,693,Joe Smith,1975-07-26,6.833333333333333,00,8,F,225,28,8,Maryland,13
1610612749,2003,2551,T.J. Ford,1983-03-24,6,00,11,G,165,21,0,Texas,13
1610612749,2003,2409,Marcus Haislip,1980-12-22,6.833333333333333,00,12,F,230,23,1,Tennessee,13
1610612749,2003,2091,Daniel Santiago,1976-06-24,7.083333333333333,00,15,C,260,28,2,Saint Vincent,13
1610612749,2003,1800,Damon Jones,1976-08-25,6.25,00,19,G,185,27,5,Houston,13
1610612749,2003,1065,Erick Strickland,1973-11-25,6.25,00,20,G,210,30,7,Nebraska,13
1610612749,2003,2072,Michael Redd,1979-08-24,6.5,00,22,G,215,24,3,Ohio State,13
1610612749,2003,2046,Desmond Mason,1977-10-11,6.416666666666667,00,24,F-G,222,26,3,Oklahoma State,13
1610612749,2004,924,Anthony Goldwire,1971-09-06,6.166666666666667,00,5,G,182,33,6,Houston,12
1610612749,2004,389,Toni Kukoc,1968-09-18,6.916666666666667,00,7,F,235,36,11,Croatia,12
1610612749,2004,2091,Daniel Santiago,1976-06-24,7.083333333333333,00,15,C,256,29,3,Saint Vincent,12
1610612749,2004,1065,Erick Strickland,1973-11-25,6.25,00,20,G,218,31,8,Nebraska,12
1610612749,2004,2033,Marcus Fizer,1978-08-10,6.666666666666667,00,21,F,260,26,4,Iowa State,12
1610612749,2004,2072,Michael Redd,1979-08-24,6.5,00,22,G,214,25,4,Ohio State,12
1610612749,2004,2046,Desmond Mason,1977-10-11,6.416666666666667,00,24,F-G,222,27,4,Oklahoma State,12
1610612749,2004,2590,Mo Williams,1982-12-19,6.083333333333333,00,25,G,189,22,1,Alabama,12
1610612749,2004,2585,Zaza Pachulia,1984-02-10,6.916666666666667,00,27,F-C,265,21,1,"Tbilisi, Georgia",12
1610612749,2004,2558,Reece Gaines,1981-01-07,6.5,00,34,G,205,24,1,Louisville,12
1610612749,2005,1983,Jermaine Jackson,1976-06-07,6.416666666666667,00,5,G,204,30,4,Detroit Mercy,13
1610612749,2005,101106,Andrew Bogut,1984-11-28,7,00,6,F,245,21,0,Utah,13
1610612749,2005,389,Toni Kukoc,1968-09-18,6.916666666666667,00,7,F,235,37,12,Croatia,13
1610612749,2005,693,Joe Smith,1975-07-26,6.833333333333333,00,8,F,225,30,10,Maryland,13
1610612749,2005,2551,T.J. Ford,1983-03-24,6,00,11,G,165,23,1,Texas,13
1610612749,2005,2048,Jamaal Magloire,1978-05-21,6.916666666666667,00,20,C,259,28,5,Kentucky,13
1610612749,2005,2250,Bobby Simmons,1980-06-02,6.5,00,21,F,228,26,4,DePaul,13
1610612749,2005,2072,Michael Redd,1979-08-24,6.5,00,22,G,215,26,5,Ohio State,13
1610612749,2005,2590,Mo Williams,1982-12-19,6.083333333333333,00,25,G,185,23,2,Alabama,13
1610612749,2005,911,Ervin Johnson,1967-12-21,6.916666666666667,00,40,C,245,38,12,New Orleans,13
1610612749,2006,2696,Lynn Greer,1979-10-23,6.166666666666667,00,3,G,175,27,0,Temple,15
1610612749,2006,101106,Andrew Bogut,1984-11-28,7,00,6,C,245,22,1,Utah,15
1610612749,2006,1863,Earl Boykins,1976-06-02,5.416666666666667,00,11,G,133,31,8,Eastern Michigan,15
1610612749,2006,101141,Ersan Ilyasova,1987-05-15,6.75,00,19,F,235,20,0,"Eskisehir, Turkey",15
1610612749,2006,2250,Bobby Simmons,1980-06-02,6.5,00,21,F,228,27,5,DePaul,15
1610612749,2006,2072,Michael Redd,1979-08-24,6.5,00,22,G,215,27,6,Ohio State,15
1610612749,2006,1739,Ruben Patterson,1975-07-31,6.416666666666667,00,23,F,223,31,8,Cincinnati,15
1610612749,2006,2590,Mo Williams,1982-12-19,6.083333333333333,00,25,G,185,24,3,Alabama,15
1610612749,2006,101111,Charlie Villanueva,1984-08-24,6.916666666666667,00,31,F,240,22,1,Connecticut,15
1610612749,2006,200786,David Noel,1984-02-27,6.5,00,34,F-G,230,23,0,North Carolina,15
1610612749,2007,101106,Andrew Bogut,1984-11-28,7,00,6,C,260,23,2,Utah,14
1610612749,2007,201196,Ramon Sessions,1986-04-11,6.25,00,7,G,190,22,0,Nevada,14
1610612749,2007,201146,Yi Jianlian,1987-10-27,7,00,9,F,238,20,0,"Shenzhen, China",14
1610612749,2007,2767,Royal Ivey,1981-12-20,6.333333333333333,00,12,G,215,26,3,Texas,14
1610612749,2007,2852,Awvee Storey,1977-04-18,6.5,00,20,F-G,225,31,2,Arizona State,14
1610612749,2007,2250,Bobby Simmons,1980-06-02,6.5,00,21,F,230,28,5,DePaul,14
1610612749,2007,2072,Michael Redd,1979-08-24,6.5,00,22,G,215,28,7,Ohio State,14
1610612749,2007,2046,Desmond Mason,1977-10-11,6.416666666666667,00,24,F,222,30,7,Oklahoma State,14
1610612749,2007,2590,Mo Williams,1982-12-19,6.083333333333333,00,25,G,185,25,4,Alabama,14
1610612749,2007,101111,Charlie Villanueva,1984-08-24,6.916666666666667,00,31,F,232,23,2,Connecticut,14
1610612749,2008,101136,Salim Stoudamire,1982-10-11,6.083333333333333,00,NA,G,175,26,3,Arizona,15
1610612749,2008,101106,Andrew Bogut,1984-11-28,7,00,6,C,260,24,3,Utah,15
1610612749,2008,201196,Ramon Sessions,1986-04-11,6.25,00,7,G,190,23,1,Nevada,15
1610612749,2008,1922,Francisco Elson,1976-02-28,7,00,9,C-F,235,33,5,California,15
1610612749,2008,2586,Keith Bogans,1980-05-12,6.416666666666667,00,10,G-F,215,29,5,Kentucky,15
1610612749,2008,201570,Joe Alexander,1986-12-26,6.666666666666667,00,11,F,230,22,0,West Virginia,15
1610612749,2008,201601,Luc Mbah a Moute,1986-09-09,6.666666666666667,00,12,F,230,22,0,UCLA,15
1610612749,2008,2557,Luke Ridnour,1981-02-13,6.166666666666667,00,13,G,175,28,5,Oregon,15
1610612749,2008,1800,Damon Jones,1976-08-25,6.25,00,19,G,195,32,10,Houston,15
1610612749,2008,2072,Michael Redd,1979-08-24,6.5,00,22,G,215,29,8,Ohio State,15
1610612749,2009,201616,Darnell Jackson,1985-11-07,6.75,00,0,F,253,24,1,Kansas,15
1610612749,2009,201943,Brandon Jennings,1989-09-23,6.083333333333333,00,3,G,169,20,0,Oak Hill Academy (VA),15
1610612749,2009,101106,Andrew Bogut,1984-11-28,7,00,6,C,260,25,4,Utah,15
1610612749,2009,101141,Ersan Ilyasova,1987-05-15,6.833333333333333,00,7,F,235,23,1,"Eskisehir, Turkey",15
1610612749,2009,2056,Primoz Brezec,1979-10-02,7.083333333333333,00,9,C,255,30,7,"Postojna, Slovenia",15
1610612749,2009,2568,Carlos Delfino,1982-08-29,6.5,00,10,F-G,230,27,4,"Santa Fe, Argentina",15
1610612749,2009,2767,Royal Ivey,1981-12-20,6.333333333333333,00,11,G,215,28,5,Texas,15
